year ,team1,team2,team1_score,team2_score,toss_winner,toss_choice,winner,margin,man_of_the_match,stadium,place
2016,Sunrisers Hyderabad,Mumbai Indians,177,92,Mumbai Indians,Field,Sunrisers,85 runs,Ashish Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam
2016,Kolkata Knight Riders,Gujarat Lions,158,164,Gujarat Lions,Field,Guj,5 wickets,Praveen Kumar,Eden Gardens,Kolkata
2016,Royal Challengers Bangalore,Kings XI Punjab,175,174,Kings XI Punjab,Field,RCB,1 run,Shane Watson,Punjab Cricket Association IS Bindra Stadium,Mohali
2016,Sunrisers Hyderabad,Rising Pune Supergiants,137,133,Sunrisers Hyderabad,Bat,Sunrisers,4 runs,Adam Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam
2016,Royal Challengers Bangalore,Mumbai Indians,151,153,Mumbai Indians,Field,Mumbai,6 wickets,Krunal Pandya,M Chinnaswamy Stadium,Bangalore
2016,Sunrisers Hyderabad,Delhi Daredevils,146,150,Delhi Daredevils,Field,Daredevils,7 wickets,Chris Morris,Rajiv Gandhi International Stadium,Uppal
2016,Mumbai Indians,Kings XI Punjab,124,127,Mumbai Indians,Bat,Kings,7 wickets,Marcus Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam
2016,Royal Challengers Bangalore,Gujarat Lions,248,104,Gujarat Lions,Field,RCB,144 runs,AB de Villiers,M Chinnaswamy Stadium,Bangalore
2016,Rising Pune Supergiants,Kolkata Knight Riders,,66,Rising Pune Supergiants,Bat,KKR,8 wickets,Yusuf Pathan,Eden Gardens,Kolkata
2016,Kings XI Punjab,Sunrisers Hyderabad,179,180,Kings XI Punjab,Bat,Sunrisers,7 wickets,Hashim Amla,Punjab Cricket Association IS Bindra Stadium,Mohali
2016,Mumbai Indians,Delhi Daredevils,206,126,Delhi Daredevils,Field,Mumbai,80 runs,Krunal Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam
2016,Kolkata Knight Riders,Royal Challengers Bangalore,183,186,Royal Challengers Bangalore,Field,RCB,9 wickets,Virat Kohli,Eden Gardens,Kolkata
2016,Delhi Daredevils,Rising Pune Supergiants,121,76,Rising Pune Supergiants,Field,Supergiants,19 runs,Ashok Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam
2016,Royal Challengers Bangalore,Kings XI Punjab,,120,Kings XI Punjab,Field,RCB,82 runs,Virat Kohli,M Chinnaswamy Stadium,Bangalore
2016,Kolkata Knight Riders,Gujarat Lions,124,125,Gujarat Lions,Field,Guj,6 wickets,Dwayne Smith,Green Park,Kanpur
2016,Sunrisers Hyderabad,Delhi Daredevils,158,161,Delhi Daredevils,Field,Daredevils,6 wickets,Karun Nair,Shaheed Veer Narayan Singh International Stadium,Raipur
2016,Kings XI Punjab,Rising Pune Supergiants,172,173,Kings XI Punjab,Bat,Supergiants,4 wickets,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam
2016,Mumbai Indians,Gujarat Lions,172,173,Gujarat Lions,Field,Guj,6 wickets,Suresh Raina,Green Park,Kanpur
2016,Kolkata Knight Riders,Sunrisers Hyderabad,171,149,Sunrisers Hyderabad,Field,KKR,22 runs,Yusuf Pathan,Eden Gardens,Kolkata
2016,Delhi Daredevils,Royal Challengers Bangalore,138,139,Royal Challengers Bangalore,Field,RCB,6 wickets,Virat Kohli,Shaheed Veer Narayan Singh International Stadium,Raipur
2016,Gujarat Lions,Royal Challengers Bangalore,158,159,Royal Challengers Bangalore,Field,RCB,4 wickets,AB de Villiers,M Chinnaswamy Stadium,Bangalore
2016,Sunrisers Hyderabad,Kolkata Knight Riders,162,140,Kolkata Knight Riders,Field,Sunrisers,22 runs,Moises Henriques,Feroz Shah Kotla,Delhi
2016,Gujarat Lions,Sunrisers Hyderabad,162,163,Sunrisers Hyderabad,Field,Sunrisers,4 wickets,David Warner,Feroz Shah Kotla,Delhi
2016,Sunrisers Hyderabad,Royal Challengers Bangalore,208,200,Sunrisers Hyderabad,Bat,Sunrisers,8 runs,Ben Cutting,M Chinnaswamy Stadium,Bangalore
2015,Mumbai Indians,Kolkata Knight Riders,168,170,Kolkata Knight Riders,Field,KKR,7 wickets,Morne Morkel,Eden Gardens,Kolkata
2015,Chennai Super Kings,Delhi Daredevils,150,149,Delhi Daredevils,Field,Super,1 run,Ashish Nehra,MA Chidambaram Stadium,Chepauk
2015,Rajasthan Royals,Kings XI Punjab,162,136,Kings XI Punjab,Field,Royals,26 runs,James Faulkner,Maharashtra Cricket Association Stadium,Pune
2015,Chennai Super Kings,Sunrisers Hyderabad,209,164,Chennai Super Kings,Bat,Super,45 runs,Brendon McCullum,MA Chidambaram Stadium,Chepauk
2015,Kolkata Knight Riders,Royal Challengers Bangalore,177,179,Royal Challengers Bangalore,Field,RCB,3 wickets,Chris Gayle,Eden Gardens,Kolkata
2015,Delhi Daredevils,Rajasthan Royals,184,186,Rajasthan Royals,Field,Royals,3 wickets,Deepak Hooda,Feroz Shah Kotla,Delhi
2015,Kings XI Punjab,Mumbai Indians,177,159,Mumbai Indians,Field,Kings,18 runs,George Bailey,Wankhede Stadium,Mumbai
2015,Royal Challengers Bangalore,Sunrisers Hyderabad,166,172,Sunrisers Hyderabad,Field,Sunrisers,8 wickets,David Warner,M Chinnaswamy Stadium,Bangalore
2015,Mumbai Indians,Rajasthan Royals,164,165,Mumbai Indians,Bat,Royals,7 wickets,Steven Smith,Sardar Patel Stadium,Motera
2015,Kings XI Punjab,Delhi Daredevils,165,169,Kings XI Punjab,Bat,Daredevils,5 wickets,Mayank Agarwal,Maharashtra Cricket Association Stadium,Pune
2015,Sunrisers Hyderabad,Rajasthan Royals,127,131,Rajasthan Royals,Field,Royals,6 wickets,Ajinkya Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam
2015,Mumbai Indians,Chennai Super Kings,183,189,Mumbai Indians,Bat,Super,6 wickets,Ashish Nehra,Wankhede Stadium,Mumbai
2015,Delhi Daredevils,Sunrisers Hyderabad,167,163,Delhi Daredevils,Bat,Daredevils,4 runs,Jean-Paul Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam
2015,Kings XI Punjab,Kolkata Knight Riders,155,159,Kolkata Knight Riders,Field,KKR,4 wickets,Andre Russell,Maharashtra Cricket Association Stadium,Pune
2015,Chennai Super Kings,Rajasthan Royals,156,157,Chennai Super Kings,Bat,Royals,8 wickets,Ajinkya Rahane,Sardar Patel Stadium,Motera
2015,Mumbai Indians,Royal Challengers Bangalore,209,191,Royal Challengers Bangalore,Field,Mumbai,18 runs,Harbhajan Singh,M Chinnaswamy Stadium,Bangalore
2015,Delhi Daredevils,Kolkata Knight Riders,146,147,Kolkata Knight Riders,Field,KKR,6 wickets,Umesh Yadav,Feroz Shah Kotla,Delhi
2015,Rajasthan Royals,Kings XI Punjab,191,191,Kings XI Punjab,Field,Tied,Tied,Shaun Marsh,Sardar Patel Stadium,Motera
2015,Sunrisers Hyderabad,Kolkata Knight Riders,176,101,Kolkata Knight Riders,Field,Sunrisers,16 runs,David Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam
2015,Chennai Super Kings,Royal Challengers Bangalore,181,154,Royal Challengers Bangalore,Field,Super,27 runs,Suresh Raina,M Chinnaswamy Stadium,Bangalore
2015,Delhi Daredevils,Mumbai Indians,190,153,Mumbai Indians,Field,Daredevils,37 runs,Shreyas Iyer,Feroz Shah Kotla,Delhi
2015,Rajasthan Royals,Royal Challengers Bangalore,130,134,Royal Challengers Bangalore,Field,RCB,9 wickets,Mitchell Starc,Sardar Patel Stadium,Motera
2015,Mumbai Indians,Sunrisers Hyderabad,157,137,Mumbai Indians,Bat,Mumbai,20 runs,Lasith Malinga,Wankhede Stadium,Mumbai
2015,Chennai Super Kings,Kings XI Punjab,192,95,Chennai Super Kings,Bat,Super,97 runs,Brendon McCullum,MA Chidambaram Stadium,Chepauk
2015,Kolkata Knight Riders,,,,,No Toss,Match,Match abandoned without a ball bowled,,,
2015,Delhi Daredevils,Royal Challengers Bangalore,95,99,Royal Challengers Bangalore,Field,RCB,10 wickets,Varun Aaron,Feroz Shah Kotla,Delhi
2015,Sunrisers Hyderabad,Kings XI Punjab,150,130,Kings XI Punjab,Field,Sunrisers,20 runs,Trent Boult,Punjab Cricket Association Stadium,Mohali
2015,Chennai Super Kings,Kolkata Knight Riders,134,132,Kolkata Knight Riders,Field,Super,2 runs,Dwayne Bravo,MA Chidambaram Stadium,Chepauk
2015,Royal Challengers Bangalore,Rajasthan Royals,,,8 (1 nb),No Toss,No,No result,9 (1 nb),PLAYER NAMEOMRWEcon,
2015,Chennai Super Kings,Kolkata Knight Riders,165,169,Kolkata Knight Riders,Field,KKR,7 wickets,Andre Russell,Eden Gardens,Kolkata
2015,Kings XI Punjab,Delhi Daredevils,118,119,Delhi Daredevils,Field,Daredevils,9 wickets,Nathan Coulter-Nile,Feroz Shah Kotla,Delhi
2015,Mumbai Indians,Rajasthan Royals,187,179,Rajasthan Royals,Field,Mumbai,8 runs,Ambati Rayudu,Wankhede Stadium,Mumbai
2015,Kolkata Knight Riders,Royal Challengers Bangalore,,115,Royal Challengers Bangalore,Field,RCB,7 wickets,Mandeep Singh,M Chinnaswamy Stadium,Bangalore
2015,Sunrisers Hyderabad,Chennai Super Kings,192,170,Chennai Super Kings,Field,Sunrisers,22 runs,David Warner,Rajiv Gandhi International Stadium,Uppal
2015,Mumbai Indians,Kings XI Punjab,172,149,Mumbai Indians,Bat,Mumbai,23 runs,Lendl Simmons,Punjab Cricket Association Stadium,Mohali
2015,Rajasthan Royals,Delhi Daredevils,189,175,Delhi Daredevils,Field,Royals,14 runs,Ajinkya Rahane,Brabourne Stadium,Mumbai
2015,Chennai Super Kings,Royal Challengers Bangalore,148,124,Chennai Super Kings,Bat,Super,24 runs,Suresh Raina,MA Chidambaram Stadium,Chepauk
2015,Kolkata Knight Riders,Sunrisers Hyderabad,167,132,Sunrisers Hyderabad,Field,KKR,35 runs,Umesh Yadav,Eden Gardens,Kolkata
2015,Delhi Daredevils,Mumbai Indians,152,153,Delhi Daredevils,Bat,Mumbai,5 wickets,Harbhajan Singh,Wankhede Stadium,Mumbai
2015,Royal Challengers Bangalore,Kings XI Punjab,226,88,Kings XI Punjab,Field,RCB,138 runs,Chris Gayle,M Chinnaswamy Stadium,Bangalore
2015,Sunrisers Hyderabad,Rajasthan Royals,201,194,Rajasthan Royals,Field,Sunrisers,7 runs,Eoin Morgan,Brabourne Stadium,Mumbai
2015,Kolkata Knight Riders,Delhi Daredevils,171,158,Kolkata Knight Riders,Bat,KKR,13 runs,Piyush Chawla,Eden Gardens,Kolkata
2015,Chennai Super Kings,Mumbai Indians,158,159,Chennai Super Kings,Bat,Mumbai,6 wickets,Hardik Pandya,MA Chidambaram Stadium,Chepauk
2015,Kings XI Punjab,Kolkata Knight Riders,183,184,Kings XI Punjab,Bat,KKR,1 wicket,Andre Russell,Eden Gardens,Kolkata
2015,Sunrisers Hyderabad,Delhi Daredevils,163,157,Sunrisers Hyderabad,Bat,Sunrisers,6 runs,Moises Henriques,Shaheed Veer Narayan Singh International Stadium,Raipur
2015,Royal Challengers Bangalore,Mumbai Indians,235,196,Royal Challengers Bangalore,Bat,RCB,39 runs,AB de Villiers,Wankhede Stadium,Mumbai
2015,Chennai Super Kings,Rajasthan Royals,157,145,Chennai Super Kings,Bat,Super,12 runs,Ravindra Jadeja,MA Chidambaram Stadium,Chepauk
2015,Sunrisers Hyderabad,Kings XI Punjab,185,180,Sunrisers Hyderabad,Bat,Sunrisers,5 runs,David Warner,Rajiv Gandhi International Stadium,Uppal
2015,Chennai Super Kings,Delhi Daredevils,119,120,Chennai Super Kings,Bat,Daredevils,6 wickets,Zaheer Khan,Shaheed Veer Narayan Singh International Stadium,Raipur
2015,Kings XI Punjab,Royal Challengers Bangalore,,84,Royal Challengers Bangalore,Field,Kings,22 runs,Axar Patel,Punjab Cricket Association Stadium,Mohali
2015,Mumbai Indians,Kolkata Knight Riders,171,166,Kolkata Knight Riders,Field,Mumbai,5 runs,Hardik Pandya,Wankhede Stadium,Mumbai
2015,Sunrisers Hyderabad,Royal Challengers Bangalore,,83,Sunrisers Hyderabad,Bat,RCB,6 wickets,Virat Kohli,Rajiv Gandhi International Stadium,Uppal
2015,Kings XI Punjab,Chennai Super Kings,130,134,Kings XI Punjab,Bat,Super,7 wickets,Pawan Negi,Punjab Cricket Association Stadium,Mohali
2015,Rajasthan Royals,Kolkata Knight Riders,199,190,Rajasthan Royals,Bat,Royals,9 runs,Shane Watson,Brabourne Stadium,Mumbai
2015,Delhi Daredevils,Royal Challengers Bangalore,187,2,Royal Challengers Bangalore,Field,No,No result,"16.00 start, First Session 16.00-17.30, Interval 17.30-17.50, Second Session 17.50-19.20",M Chinnaswamy Stadium,Bangalore
2015,Sunrisers Hyderabad,Mumbai Indians,113,114,Sunrisers Hyderabad,Bat,Mumbai,9 wickets,Mitchell McClenaghan,Rajiv Gandhi International Stadium,Uppal
2015,Mumbai Indians,Chennai Super Kings,187,162,Mumbai Indians,Bat,Mumbai,25 runs,Kieron Pollard,Wankhede Stadium,Mumbai
2015,Royal Challengers Bangalore,Rajasthan Royals,180,109,Royal Challengers Bangalore,Bat,RCB,71 runs,AB de Villiers,Maharashtra Cricket Association Stadium,Pune
2015,Royal Challengers Bangalore,Chennai Super Kings,139,140,Chennai Super Kings,Field,Super,3 wickets,Ashish Nehra,JSCA International Stadium Complex,Ranchi
2015,Mumbai Indians,Chennai Super Kings,202,161,Chennai Super Kings,Field,Mumbai,41 runs,Rohit Sharma,Eden Gardens,Kolkata
2014,Kolkata Knight Riders,Mumbai Indians,163,122,Kolkata Knight Riders,Bat,KKR,41 runs,Jacques Kallis,Sheikh Zayed Stadium,Abu Dhabi
2014,Delhi Daredevils,Royal Challengers Bangalore,145,146,Royal Challengers Bangalore,Field,RCB,8 wickets,Yuzvendra Chahal,Sharjah Cricket Stadium,
2014,Chennai Super Kings,Kings XI Punjab,205,206,Chennai Super Kings,Bat,Kings,6 wickets,Glenn Maxwell,Sheikh Zayed Stadium,Abu Dhabi
2014,Sunrisers Hyderabad,Rajasthan Royals,133,135,Rajasthan Royals,Field,Royals,4 wickets,Ajinkya Rahane,Sheikh Zayed Stadium,Abu Dhabi
2014,Mumbai Indians,Royal Challengers Bangalore,115,116,Royal Challengers Bangalore,Field,RCB,7 wickets,Parthiv Patel,Dubai International Cricket Stadium,
2014,Kolkata Knight Riders,Delhi Daredevils,166,167,Kolkata Knight Riders,Bat,Daredevils,4 wickets,Jean-Paul Duminy,Dubai International Cricket Stadium,
2014,Rajasthan Royals,Kings XI Punjab,191,193,Kings XI Punjab,Field,Kings,7 wickets,Glenn Maxwell,Sharjah Cricket Stadium,
2014,Chennai Super Kings,Delhi Daredevils,177,84,Chennai Super Kings,Bat,Super,93 runs,Suresh Raina,Sheikh Zayed Stadium,Abu Dhabi
2014,Kings XI Punjab,Sunrisers Hyderabad,193,121,Sunrisers Hyderabad,Field,Kings,72 runs,Glenn Maxwell,Sharjah Cricket Stadium,
2014,Chennai Super Kings,Rajasthan Royals,140,133,Rajasthan Royals,Field,Super,7 runs,Ravindra Jadeja,Dubai International Cricket Stadium,
2014,Kolkata Knight Riders,Royal Challengers Bangalore,150,148,Royal Challengers Bangalore,Field,KKR,2 runs,Chris Lynn,Sharjah Cricket Stadium,
2014,Sunrisers Hyderabad,Delhi Daredevils,184,180,Sunrisers Hyderabad,Bat,Sunrisers,4 runs,Aaron Finch,Dubai International Cricket Stadium,
2014,Mumbai Indians,Chennai Super Kings,141,142,Mumbai Indians,Bat,Super,7 wickets,Mohit Sharma,Dubai International Cricket Stadium,
2014,Royal Challengers Bangalore,Rajasthan Royals,70,71,Rajasthan Royals,Field,Royals,6 wickets,Pravin Tambe,Sheikh Zayed Stadium,Abu Dhabi
2014,Kings XI Punjab,Kolkata Knight Riders,132,109,Kolkata Knight Riders,Field,Kings,23 runs,Sandeep Sharma,Sheikh Zayed Stadium,Abu Dhabi
2014,Mumbai Indians,Delhi Daredevils,125,126,Mumbai Indians,Bat,Daredevils,6 wickets,Murali Vijay,Sharjah Cricket Stadium,
2014,Sunrisers Hyderabad,Chennai Super Kings,145,146,Sunrisers Hyderabad,Bat,Super,5 wickets,Dwayne Smith,Sharjah Cricket Stadium,
2014,Royal Challengers Bangalore,Kings XI Punjab,124,127,Kings XI Punjab,Field,Kings,5 wickets,Sandeep Sharma,Dubai International Cricket Stadium,
2014,Rajasthan Royals,Kolkata Knight Riders,152,152,Rajasthan Royals,Bat,Tied,Tied,James Faulkner,Sheikh Zayed Stadium,Abu Dhabi
2014,Sunrisers Hyderabad,Mumbai Indians,172,157,Mumbai Indians,Field,Sunrisers,15 runs,Bhuvneshwar Kumar,Dubai International Cricket Stadium,
2014,Chennai Super Kings,Kolkata Knight Riders,,114,Chennai Super Kings,Bat,Super,34 runs,Ravindra Jadeja,JSCA International Stadium Complex,Ranchi
2014,Kings XI Punjab,Mumbai Indians,168,170,Kings XI Punjab,Bat,Mumbai,5 wickets,Corey Anderson,Wankhede Stadium,Mumbai
2014,Delhi Daredevils,Rajasthan Royals,152,156,Rajasthan Royals,Field,Royals,7 wickets,Karun Nair,Feroz Shah Kotla,Delhi
2014,Sunrisers Hyderabad,Royal Challengers Bangalore,155,158,Royal Challengers Bangalore,Field,RCB,4 wickets,AB de Villiers,M Chinnaswamy Stadium,Bangalore
2014,Rajasthan Royals,Kolkata Knight Riders,170,160,Kolkata Knight Riders,Field,Royals,10 runs,Pravin Tambe,Sardar Patel Stadium,Motera
2014,Delhi Daredevils,Chennai Super Kings,178,181,Chennai Super Kings,Field,Super,8 wickets,Dwayne Smith,Feroz Shah Kotla,Delhi
2014,Mumbai Indians,Royal Challengers Bangalore,187,168,Royal Challengers Bangalore,Field,Mumbai,19 runs,Rohit Sharma,Wankhede Stadium,Mumbai
2014,Delhi Daredevils,Kolkata Knight Riders,160,161,Delhi Daredevils,Bat,KKR,8 wickets,Gautam Gambhir,Feroz Shah Kotla,Delhi
2014,Kings XI Punjab,Chennai Super Kings,231,187,Chennai Super Kings,Field,Kings,44 runs,Glenn Maxwell,Barabati Stadium,Cuttack
2014,Sunrisers Hyderabad,Rajasthan Royals,134,102,Rajasthan Royals,Field,Sunrisers,32 runs,Bhuvneshwar Kumar,Sardar Patel Stadium,Motera
2014,Kings XI Punjab,Royal Challengers Bangalore,198,166,Royal Challengers Bangalore,Field,Kings,32 runs,Sandeep Sharma,M Chinnaswamy Stadium,Bangalore
2014,Delhi Daredevils,Sunrisers Hyderabad,143,44,Sunrisers Hyderabad,Field,Sunrisers,8 wickets,Dale Steyn,Feroz Shah Kotla,Delhi
2014,Mumbai Indians,Chennai Super Kings,157,160,Chennai Super Kings,Field,Super,4 wickets,Dwayne Smith,Wankhede Stadium,Mumbai
2014,Kings XI Punjab,Kolkata Knight Riders,149,150,Kolkata Knight Riders,Field,KKR,9 wickets,Gautam Gambhir,Barabati Stadium,Cuttack
2014,Royal Challengers Bangalore,Rajasthan Royals,190,191,Royal Challengers Bangalore,Bat,Royals,5 wickets,James Faulkner,M Chinnaswamy Stadium,Bangalore
2014,Sunrisers Hyderabad,Mumbai Indians,157,160,Sunrisers Hyderabad,Bat,Mumbai,7 wickets,Ambati Rayudu,Rajiv Gandhi International Stadium,Uppal
2014,Rajasthan Royals,Chennai Super Kings,148,149,Rajasthan Royals,Bat,Super,5 wickets,Ravindra Jadeja,JSCA International Stadium Complex,Ranchi
2014,Royal Challengers Bangalore,Delhi Daredevils,186,170,Delhi Daredevils,Field,RCB,16 runs,Yuvraj Singh,M Chinnaswamy Stadium,Bangalore
2014,Sunrisers Hyderabad,Kings XI Punjab,205,211,Kings XI Punjab,Field,Kings,6 wickets,Wriddhiman Saha,Rajiv Gandhi International Stadium,Uppal
2014,Mumbai Indians,Kolkata Knight Riders,141,142,Kolkata Knight Riders,Field,KKR,6 wickets,Robin Uthappa,Barabati Stadium,Cuttack
2014,Rajasthan Royals,Delhi Daredevils,201,139,Delhi Daredevils,Field,Royals,62 runs,Ajinkya Rahane,Sardar Patel Stadium,Motera
2014,Chennai Super Kings,Royal Challengers Bangalore,138,142,Chennai Super Kings,Bat,RCB,5 wickets,AB de Villiers,JSCA International Stadium Complex,Ranchi
2014,Sunrisers Hyderabad,Kolkata Knight Riders,142,146,Sunrisers Hyderabad,Bat,KKR,7 wickets,Umesh Yadav,Rajiv Gandhi International Stadium,Uppal
2014,Mumbai Indians,Rajasthan Royals,178,153,Mumbai Indians,Bat,Mumbai,25 runs,Michael Hussey,Sardar Patel Stadium,Motera
2014,Delhi Daredevils,Kings XI Punjab,164,165,Kings XI Punjab,Field,Kings,4 wickets,Axar Patel,Feroz Shah Kotla,Delhi
2014,Royal Challengers Bangalore,Sunrisers Hyderabad,160,161,Royal Challengers Bangalore,Bat,Sunrisers,7 wickets,David Warner,Rajiv Gandhi International Stadium,Uppal
2014,Chennai Super Kings,Kolkata Knight Riders,154,156,Kolkata Knight Riders,Field,KKR,8 wickets,Robin Uthappa,Eden Gardens,Kolkata
2014,Kings XI Punjab,Mumbai Indians,156,159,Mumbai Indians,Field,Mumbai,7 wickets,Lendl Simmons,Punjab Cricket Association Stadium,Mohali
2014,Kolkata Knight Riders,Royal Challengers Bangalore,195,165,Royal Challengers Bangalore,Field,KKR,30 runs,Robin Uthappa,Eden Gardens,Kolkata
2014,Chennai Super Kings,Sunrisers Hyderabad,185,189,Sunrisers Hyderabad,Field,Sunrisers,6 wickets,David Warner,JSCA International Stadium Complex,Ranchi
2014,Mumbai Indians,Delhi Daredevils,173,158,Delhi Daredevils,Field,Mumbai,15 runs,Michael Hussey,Wankhede Stadium,Mumbai
2014,Kings XI Punjab,Rajasthan Royals,179,163,Rajasthan Royals,Field,Kings,16 runs,Shaun Marsh,Punjab Cricket Association Stadium,Mohali
2014,Royal Challengers Bangalore,Chennai Super Kings,154,160,Chennai Super Kings,Field,Super,8 wickets,MS Dhoni,M Chinnaswamy Stadium,Bangalore
2014,Sunrisers Hyderabad,Kolkata Knight Riders,160,161,Kolkata Knight Riders,Field,KKR,4 wickets,Yusuf Pathan,Eden Gardens,Kolkata
2014,Delhi Daredevils,Kings XI Punjab,115,119,Kings XI Punjab,Field,Kings,7 wickets,Manan Vohra,Punjab Cricket Association Stadium,Mohali
2014,Rajasthan Royals,Mumbai Indians,189,195,Mumbai Indians,Field,Mumbai,5 wickets,Corey Anderson,Wankhede Stadium,Mumbai
2014,Kolkata Knight Riders,Kings XI Punjab,163,135,Kings XI Punjab,Field,KKR,28 runs,Umesh Yadav,Eden Gardens,Kolkata
2014,Mumbai Indians,Chennai Super Kings,173,176,Chennai Super Kings,Field,Super,7 wickets,Suresh Raina,Brabourne Stadium,Mumbai
2014,Kings XI Punjab,Chennai Super Kings,226,202,Chennai Super Kings,Field,Kings,24 runs,Virender Sehwag,Wankhede Stadium,Mumbai
2014,Kings XI Punjab,Kolkata Knight Riders,199,200,Kolkata Knight Riders,Field,KKR,3 wickets,Manish Pandey,M Chinnaswamy Stadium,Bangalore
2013,Delhi Daredevils,Kolkata Knight Riders,128,129,Kolkata Knight Riders,Field,KKR,6 wickets,Sunil Narine,Eden Gardens,Kolkata
2013,Royal Challengers Bangalore,Mumbai Indians,156,154,Mumbai Indians,Field,RCB,2 runs,Chris Gayle,M Chinnaswamy Stadium,Bangalore
2013,Sunrisers Hyderabad,Pune Warriors,126,104,Pune Warriors,Field,Sunrisers,22 runs,Amit Mishra,Rajiv Gandhi International Stadium,Uppal
2013,Rajasthan Royals,Delhi Daredevils,165,160,Rajasthan Royals,Bat,Royals,5 runs,Rahul Dravid,Feroz Shah Kotla,Delhi
2013,Mumbai Indians,Chennai Super Kings,148,139,Mumbai Indians,Bat,Mumbai,9 runs,Kieron Pollard,MA Chidambaram Stadium,Chepauk
2013,Pune Warriors,Kings XI Punjab,99,100,Pune Warriors,Bat,Kings,8 wickets,Manan Vohra,Subrata Roy Sahara Stadium,Pune
2013,Royal Challengers Bangalore,Sunrisers Hyderabad,130,130,Royal Challengers Bangalore,Bat,Tied,Tied,Hanuma Vihari,Rajiv Gandhi International Stadium,Uppal
2013,Rajasthan Royals,Kolkata Knight Riders,144,125,Kolkata Knight Riders,Field,Royals,19 runs,Siddharth Trivedi,Sawai Mansingh Stadium,Jaipur
2013,Sunrisers Hyderabad,Royal Challengers Bangalore,161,162,Sunrisers Hyderabad,Bat,RCB,7 wickets,Virat Kohli,M Chinnaswamy Stadium,Bangalore
2013,Mumbai Indians,Delhi Daredevils,209,165,Mumbai Indians,Bat,Mumbai,44 runs,Dinesh Karthik,Wankhede Stadium,Mumbai
2013,Kings XI Punjab,Chennai Super Kings,138,139,Chennai Super Kings,Field,Super,10 wickets,Michael Hussey,Punjab Cricket Association Stadium,Mohali
2013,Kolkata Knight Riders,Royal Challengers Bangalore,154,158,Royal Challengers Bangalore,Field,RCB,8 wickets,Chris Gayle,M Chinnaswamy Stadium,Bangalore
2013,Rajasthan Royals,Pune Warriors,145,148,Rajasthan Royals,Bat,Warriors,7 wickets,Aaron Finch,Subrata Roy Sahara Stadium,Pune
2013,Delhi Daredevils,Sunrisers Hyderabad,114,115,Delhi Daredevils,Bat,Sunrisers,3 wickets,Amit Mishra,Feroz Shah Kotla,Delhi
2013,Mumbai Indians,Pune Warriors,183,142,Mumbai Indians,Bat,Mumbai,41 runs,Rohit Sharma,Wankhede Stadium,Mumbai
2013,Royal Challengers Bangalore,Chennai Super Kings,165,166,Chennai Super Kings,Field,Super,4 wickets,Ravindra Jadeja,MA Chidambaram Stadium,Chepauk
2013,Kolkata Knight Riders,Sunrisers Hyderabad,180,132,Kolkata Knight Riders,Bat,KKR,48 runs,Gautam Gambhir,Eden Gardens,Kolkata
2013,Kings XI Punjab,Rajasthan Royals,124,126,Rajasthan Royals,Field,Royals,6 wickets,James Faulkner,Sawai Mansingh Stadium,Jaipur
2013,Pune Warriors,Chennai Super Kings,159,135,Pune Warriors,Bat,Warriors,24 runs,Steven Smith,MA Chidambaram Stadium,Chepauk
2013,Kings XI Punjab,Kolkata Knight Riders,157,153,Kolkata Knight Riders,Field,Kings,4 runs,Manpreet Gony,Punjab Cricket Association Stadium,Mohali
2013,Delhi Daredevils,Royal Challengers Bangalore,152,152,Royal Challengers Bangalore,Field,Tied,Tied,Virat Kohli,M Chinnaswamy Stadium,Bangalore
2013,Sunrisers Hyderabad,Pune Warriors,119,108,Pune Warriors,Field,Sunrisers,11 runs,Amit Mishra,Subrata Roy Sahara Stadium,Pune
2013,Rajasthan Royals,Mumbai Indians,179,92,Rajasthan Royals,Bat,Royals,87 runs,Ajinkya Rahane,Sawai Mansingh Stadium,Jaipur
2013,Chennai Super Kings,Delhi Daredevils,169,83,Chennai Super Kings,Bat,Super,86 runs,Michael Hussey,Feroz Shah Kotla,Delhi
2013,Kings XI Punjab,Sunrisers Hyderabad,123,127,Kings XI Punjab,Bat,Sunrisers,5 wickets,Hanuma Vihari,Rajiv Gandhi International Stadium,Uppal
2013,Kolkata Knight Riders,Chennai Super Kings,119,124,Kolkata Knight Riders,Bat,Super,4 wickets,Ravindra Jadeja,Eden Gardens,Kolkata
2013,Rajasthan Royals,Royal Challengers Bangalore,117,123,Royal Challengers Bangalore,Field,RCB,7 wickets,Vinay Kumar,M Chinnaswamy Stadium,Bangalore
