year ,team1,team2,team1_score,team2_score,toss_winner,toss_choice,winner,margin,man_of_the_match,stadium,place
2008,Delhi Daredevils,Kings XI Punjab,,94,Delhi Daredevils,Bat,Kings,6 runs,Mahela Jayawardene,Feroz Shah Kotla,Delhi
2008,Kolkata Knight Riders,Chennai Super Kings,149,55,Kolkata Knight Riders,Bat,Super,3 runs,Makhaya Ntini,Eden Gardens,Kolkata
2008,Mumbai Indians,Deccan Chargers,178,153,Deccan Chargers,Field,Mumbai,25 runs,Dwayne Bravo,Rajiv Gandhi International Stadium,Uppal
2008,Royal Challengers Bangalore,Delhi Daredevils,154,158,Delhi Daredevils,Field,Daredevils,5 wickets,Shreevats Goswami,M Chinnaswamy Stadium,Bangalore
2008,Kolkata Knight Riders,Rajasthan Royals,147,150,Rajasthan Royals,Field,Royals,6 wickets,Yusuf Pathan,Eden Gardens,Kolkata
2008,Kings XI Punjab,Mumbai Indians,189,188,Mumbai Indians,Field,Kings,1 run,Shaun Marsh,Wankhede Stadium,Mumbai
2008,Royal Challengers Bangalore,Chennai Super Kings,126,112,Royal Challengers Bangalore,Bat,RCB,14 runs,Anil Kumble,MA Chidambaram Stadium,Chepauk
2008,Delhi Daredevils,,,,,No Toss,Match,Match abandoned without a ball bowled,,,
2008,Deccan Chargers,Kings XI Punjab,175,178,Kings XI Punjab,Field,Kings,6 wickets,Shaun Marsh,Punjab Cricket Association Stadium,Mohali
2008,Rajasthan Royals,Chennai Super Kings,211,201,Rajasthan Royals,Bat,Royals,10 runs,Albie Morkel,MA Chidambaram Stadium,Chepauk
2008,Mumbai Indians,Delhi Daredevils,176,179,Delhi Daredevils,Field,Daredevils,5 wickets,Dinesh Karthik,Feroz Shah Kotla,Delhi
2008,Deccan Chargers,Royal Challengers Bangalore,165,171,Deccan Chargers,Bat,RCB,5 wickets,Vinay Kumar,Rajiv Gandhi International Stadium,Uppal
2008,Kings XI Punjab,Kolkata Knight Riders,174,175,Kings XI Punjab,Bat,KKR,3 wickets,Umar Gul,Eden Gardens,Kolkata
2008,Mumbai Indians,Rajasthan Royals,145,146,Rajasthan Royals,Field,Royals,5 wickets,Sohail Tanvir,Sawai Mansingh Stadium,Jaipur
2008,Deccan Chargers,Chennai Super Kings,147,148,Deccan Chargers,Bat,Super,7 wickets,Suresh Raina,Rajiv Gandhi International Stadium,Uppal
2008,Royal Challengers Bangalore,Mumbai Indians,,126,Mumbai Indians,Field,Mumbai,9 wickets,Dilhara Fernando,M Chinnaswamy Stadium,Bangalore
2008,Kings XI Punjab,Rajasthan Royals,221,180,Rajasthan Royals,Field,Kings,41 runs,Shaun Marsh,Punjab Cricket Association Stadium,Mohali
2008,Rajasthan Royals,Delhi Daredevils,192,87,Delhi Daredevils,Field,Royals,105 runs,Shane Watson,Wankhede Stadium,Mumbai
2008,Kings XI Punjab,Chennai Super Kings,112,116,Kings XI Punjab,Bat,Super,9 wickets,Makhaya Ntini,Wankhede Stadium,Mumbai
2008,Chennai Super Kings,Rajasthan Royals,163,164,Rajasthan Royals,Field,Royals,3 wickets,Yusuf Pathan,Dr DY Patil Sports Academy,Mumbai
